book_id,genres_clean,rating_clean
2277,fiction,3.99
2277,thriller,3.99
2277,crime,3.99
2277,suspense,3.99
2277,mystery thriller,3.99
2277,detective,3.99
2277,murder mystery,3.99
2277,adult,3.99
2278,young adult,3.73
2278,romance,3.73
2278,chick lit,3.73
2278,fiction,3.73
2278,contemporary,3.73
2278,teen,3.73
2278,realistic fiction,3.73
2278,childrens,3.73
2278,humor,3.73
2278,high school,3.73
2279,travel,3.88
2279,nonfiction,3.88
2279,humor,3.88
2279,memoir,3.88
2279,biography,3.88
2279,travelogue,3.88
2279,essays,3.88
2279,comedy,3.88
2279,adventure,3.88
2280,young adult,3.85
2280,lgbt,3.85
2280,romance,3.85
2280,contemporary,3.85
2280,fiction,3.85
2280,queer,3.85
2280,gay,3.85
2280,realistic fiction,3.85
2280,teen,3.85
2280,m m romance,3.85
2281,fiction,3.79
2281,contemporary,3.79
2281,literary fiction,3.79
2281,family,3.79
2281,adult fiction,3.79
2281,lgbt,3.79
2281,adult,3.79
2281,novels,3.79
2282,young adult,4.07
2282,fantasy,4.07
2282,science fiction,4.07
2282,fiction,4.07
2282,adventure,4.07
2282,romance,4.07
2282,paranormal,4.07
2282,action,4.07
2282,teen,4.07
2282,dystopia,4.07
2283,young adult,3.67
2283,angels,3.67
2283,fantasy,3.67
2283,romance,3.67
2283,paranormal,3.67
2283,paranormal romance,3.67
2283,supernatural,3.67
2283,fiction,3.67
2283,demons,3.67
2283,urban fantasy,3.67
2284,fiction,3.41
2284,india,3.41
2284,historical fiction,3.41
2284,indian literature,3.41
2284,novels,3.41
2284,asia,3.41
2284,literary fiction,3.41
2284,literature,3.41
2284,contemporary,3.41
2285,fantasy,4.17
2285,fiction,4.17
2285,epic fantasy,4.17
2285,high fantasy,4.17
2285,science fiction fantasy,4.17
2285,magic,4.17
2285,adventure,4.17
2285,epic,4.17
2285,science fiction,4.17
2285,adult,4.17
2286,classics,3.63
2286,fiction,3.63
2286,german literature,3.63
2286,literature,3.63
2286,romance,3.63
2286,germany,3.63
2286,school,3.63
2286,novels,3.63
2286,18th century,3.63
2286,romanticism,3.63
2287,vampires,4.31
2287,paranormal,4.31
2287,urban fantasy,4.31
2287,paranormal romance,4.31
2287,romance,4.31
2287,fantasy,4.31
2287,adult,4.31
2287,supernatural,4.31
2287,fiction,4.31
2287,magic,4.31
2288,memoir,3.96
2288,nonfiction,3.96
2288,africa,3.96
2288,biography,3.96
2288,biography memoir,3.96
2288,autobiography,3.96
2288,zimbabwe,3.96
2288,travel,3.96
2288,history,3.96
2289,fantasy,4.05
2289,romance,4.05
2289,fairy tales,4.05
2289,young adult,4.05
2289,retellings,4.05
2289,fiction,4.05
2289,beauty and the beast,4.05
2289,fairy tale retellings,4.05
2289,magic,4.05
2289,young adult fantasy,4.05
2290,nonfiction,4.18
2290,food,4.18
2290,philosophy,4.18
2290,animals,4.18
2290,health,4.18
2290,vegan,4.18
2290,environment,4.18
2290,science,4.18
2290,memoir,4.18
2291,fantasy,3.99
2291,young adult,3.99
2291,magic,3.99
2291,fiction,3.99
2291,childrens,3.99
2291,middle grade,3.99
2291,adventure,3.99
2291,dragons,3.99
2291,young adult fantasy,3.99
2291,high fantasy,3.99
2293,fantasy,3.81
2293,young adult,3.81
2293,romance,3.81
2293,young adult fantasy,3.81
2293,magic,3.81
2293,fiction,3.81
2293,high fantasy,3.81
2293,adventure,3.81
2293,teen,3.81
2293,paranormal,3.81
2294,young adult,3.92
2294,dystopia,3.92
2294,zombies,3.92
2294,science fiction,3.92
2294,post apocalyptic,3.92
2294,fantasy,3.92
2294,romance,3.92
2294,fiction,3.92
2294,horror,3.92
2294,adventure,3.92
2295,history,3.95
2295,nonfiction,3.95
2295,science,3.95
2295,biography,3.95
2295,historical,3.95
2295,geography,3.95
2295,history of science,3.95
2295,technology,3.95
2295,travel,3.95
2295,popular science,3.95
2296,mystery,4.05
2296,fiction,4.05
2296,crime,4.05
2296,thriller,4.05
2296,mystery thriller,4.05
2296,suspense,4.05
2296,murder mystery,4.05
2296,detective,4.05
2296,adult,4.05
2296,medical,4.05
2297,classics,3.93
2297,fiction,3.93
2297,plays,3.93
2297,poetry,3.93
2297,german literature,3.93
2297,drama,3.93
2297,literature,3.93
2297,philosophy,3.93
2297,school,3.93
2297,fantasy,3.93
2298,history,3.96
2298,nonfiction,3.96
2298,education,3.96
2298,politics,3.96
2298,american history,3.96
2298,historical,3.96
2298,teaching,3.96
2298,social justice,3.96
2298,reference,3.96
2298,sociology,3.96
2299,fantasy,4.38
2299,dragons,4.38
2299,fiction,4.38
2299,magic,4.38
2299,epic fantasy,4.38
2299,epic,4.38
2299,high fantasy,4.38
2299,science fiction fantasy,4.38
2299,adventure,4.38
2300,graphic novels,4.18
2300,comics,4.18
2300,horror,4.18
2300,fantasy,4.18
2300,fiction,4.18
2300,graphic novels comics,4.18
2300,comic book,4.18
2300,mystery,4.18
2300,paranormal,4.18
2300,supernatural,4.18
2302,historical fiction,3.44
2302,fiction,3.44
2302,romance,3.44
2302,classics,3.44
2302,historical,3.44
2302,historical romance,3.44
2302,adult fiction,3.44
2302,adult,3.44
2302,novels,3.44
2302,chick lit,3.44
2303,urban fantasy,4.1
2303,vampires,4.1
2303,paranormal,4.1
2303,fantasy,4.1
2303,romance,4.1
2303,horror,4.1
2303,paranormal romance,4.1
2303,fiction,4.1
2303,supernatural,4.1
2303,mystery,4.1
2304,classics,3.68
2304,fiction,3.68
2304,literature,3.68
2304,novels,3.68
2304,american,3.68
2304,20th century,3.68
2304,historical fiction,3.68
2304,romance,3.68
2304,classic literature,3.68
2304,literary fiction,3.68
2305,nonfiction,3.99
2305,biography,3.99
2305,history,3.99
2305,memoir,3.99
2305,politics,3.99
2305,asia,3.99
2305,biography memoir,3.99
2305,survival,3.99
2305,historical,3.99
2306,urban fantasy,4.29
2306,fantasy,4.29
2306,paranormal,4.29
2306,vampires,4.29
2306,witches,4.29
2306,magic,4.29
2306,fiction,4.29
2306,romance,4.29
2306,demons,4.29
2306,supernatural,4.29
2307,fiction,3.63
2307,romance,3.63
2307,chick lit,3.63
2307,contemporary,3.63
2307,retellings,3.63
2307,adult,3.63
2307,adult fiction,3.63
2307,humor,3.63
2307,contemporary romance,3.63
2308,art,3.54
2308,nonfiction,3.54
2308,art history,3.54
2308,essays,3.54
2308,history,3.54
2308,sociology,3.54
2308,business,3.54
2308,art design,3.54
2308,memoir,3.54
2309,fantasy,3.94
2309,fiction,3.94
2309,classics,3.94
2309,high fantasy,3.94
2309,epic fantasy,3.94
2309,science fiction fantasy,3.94
2309,adventure,3.94
2309,novels,3.94
2309,literature,3.94
2309,epic,3.94
2310,nonfiction,4.29
2310,finance,4.29
2310,self help,4.29
2310,personal finance,4.29
2310,business,4.29
2310,money,4.29
2310,personal development,4.29
2310,economics,4.29
2310,christian,4.29
2311,childrens,3.95
2311,fiction,3.95
2311,classics,3.95
2311,animals,3.95
2311,middle grade,3.95
2311,young adult,3.95
2311,humor,3.95
2311,juvenile,3.95
2311,fantasy,3.95
2312,science fiction,3.88
2312,fiction,3.88
2312,science fiction fantasy,3.88
2312,fantasy,3.88
2312,young adult,3.88
2312,novels,3.88
2312,adventure,3.88
2312,space,3.88
2312,war,3.88
2313,fantasy,4.16
2313,fiction,4.16
2313,magic,4.16
2313,urban fantasy,4.16
2313,science fiction fantasy,4.16
2313,adult,4.16
2313,young adult,4.16
2313,adventure,4.16
2313,adult fiction,4.16
2314,fiction,3.93
2314,classics,3.93
2314,literature,3.93
2314,novels,3.93
2314,american,3.93
2314,southern,3.93
2314,southern gothic,3.93
2314,literary fiction,3.93
2314,20th century,3.93
2314,classic literature,3.93
2315,classics,4.06
2315,childrens,4.06
2315,fiction,4.06
2315,animals,4.06
2315,fantasy,4.06
2315,young adult,4.06
2315,middle grade,4.06
2315,juvenile,4.06
2315,school,4.06
2316,short stories,3.96
2316,fiction,3.96
2316,contemporary,3.96
2316,literary fiction,3.96
2316,literature,3.96
2316,american,3.96
2316,adult fiction,3.96
2316,adult,3.96
2316,short story collection,3.96
2317,paranormal,4.23
2317,paranormal romance,4.23
2317,romance,4.23
2317,fantasy,4.23
2317,vampires,4.23
2317,urban fantasy,4.23
2317,adult,4.23
2317,mythology,4.23
2317,supernatural,4.23
2317,fiction,4.23
2318,finance,4.0
2318,nonfiction,4.0
2318,business,4.0
2318,personal finance,4.0
2318,self help,4.0
2318,money,4.0
2318,economics,4.0
2318,personal development,4.0
2318,psychology,4.0
2319,young adult,4.2
2319,mystery,4.2
2319,romance,4.2
2319,contemporary,4.2
2319,espionage,4.2
2319,fiction,4.2
2319,adventure,4.2
2319,chick lit,4.2
2319,teen,4.2
2319,action,4.2
2320,music,3.98
2320,nonfiction,3.98
2320,biography,3.98
2320,memoir,3.98
2320,autobiography,3.98
2320,biography memoir,3.98
2320,history,3.98
2320,american,3.98
2320,poetry,3.98
2321,travel,3.83
2321,nonfiction,3.83
2321,humor,3.83
2321,memoir,3.83
2321,american,3.83
2321,biography,3.83
2321,the united states of america,3.83
2321,travelogue,3.83
2321,comedy,3.83
2322,historical fiction,4.06
2322,fiction,4.06
2322,china,4.06
2322,historical,4.06
2322,asia,4.06
2322,asian literature,4.06
2322,adult fiction,4.06
2322,adult,4.06
2322,cultural,4.06
2323,fiction,3.93
2323,thriller,3.93
2323,mystery,3.93
2323,suspense,3.93
2323,mystery thriller,3.93
2323,crime,3.93
2323,novels,3.93
2323,romance,3.93
2323,drama,3.93
2323,psychology,3.93
2324,classics,4.16
2324,historical fiction,4.16
2324,childrens,4.16
2324,fiction,4.16
2324,young adult,4.16
2324,historical,4.16
2324,middle grade,4.16
2324,juvenile,4.16
2324,family,4.16
2325,science fiction,4.26
2325,fiction,4.26
2325,space opera,4.26
2325,science fiction fantasy,4.26
2325,fantasy,4.26
2325,cultural,4.26
2325,space,4.26
2325,novels,4.26
2325,speculative fiction,4.26
2326,childrens,4.01
2326,fiction,4.01
2326,classics,4.01
2326,fantasy,4.01
2326,animals,4.01
2326,young adult,4.01
2326,middle grade,4.01
2326,juvenile,4.01
2326,school,4.01
2327,business,4.01
2327,leadership,4.01
2327,nonfiction,4.01
2327,management,4.01
2327,self help,4.01
2327,buisness,4.01
2327,personal development,4.01
2327,psychology,4.01
2327,entrepreneurship,4.01
2328,fiction,3.85
2328,classics,3.85
2328,novels,3.85
2328,literature,3.85
2328,american,3.85
2328,contemporary,3.85
2328,20th century,3.85
2328,the united states of america,3.85
2328,drama,3.85
2328,modern classics,3.85
2329,business,3.88
2329,nonfiction,3.88
2329,psychology,3.88
2329,self help,3.88
2329,leadership,3.88
2329,communication,3.88
2329,management,3.88
2329,personal development,3.88
2329,law,3.88
2329,buisness,3.88
2330,romance,4.21
2330,bdsm,4.21
2330,erotica,4.21
2330,contemporary romance,4.21
2330,contemporary,4.21
2330,adult,4.21
2330,erotic romance,4.21
2330,new adult,4.21
2330,abuse,4.21
2330,dark,4.21
2331,romance,4.41
2331,new adult,4.41
2331,contemporary,4.41
2331,young adult,4.41
2331,fiction,4.41
2331,contemporary romance,4.41
2331,chick lit,4.41
2331,adult,4.41
2331,drama,4.41
2332,fiction,3.84
2332,mystery,3.84
2332,romance,3.84
2332,contemporary,3.84
2332,chick lit,3.84
2332,mystery thriller,3.84
2332,thriller,3.84
2332,adult fiction,3.84
2332,drama,3.84
2333,romance,4.19
2333,contemporary romance,4.19
2333,contemporary,4.19
2333,new adult,4.19
2333,music,4.19
2333,adult,4.19
2333,erotica,4.19
2333,musicians,4.19
2333,erotic romance,4.19
2333,chick lit,4.19
2334,historical fiction,4.27
2334,fantasy,4.27
2334,fiction,4.27
2334,mythology,4.27
2334,lgbt,4.27
2334,romance,4.27
2334,historical,4.27
2334,retellings,4.27
2334,adult,4.27
2335,nonfiction,3.76
2335,memoir,3.76
2335,humor,3.76
2335,biography,3.76
2335,comedy,3.76
2335,autobiography,3.76
2335,biography memoir,3.76
2335,adult,3.76
2335,feminism,3.76
2336,religion,4.1
2336,philosophy,4.1
2336,classics,4.1
2336,spirituality,4.1
2336,nonfiction,4.1
2336,poetry,4.1
2336,india,4.1
2336,hinduism,4.1
2336,mythology,4.1
2336,history,4.1
2337,fiction,3.92
2337,mystery,3.92
2337,american,3.92
2337,contemporary,3.92
2337,novels,3.92
2337,literature,3.92
2337,new york,3.92
2337,crime,3.92
2337,the united states of america,3.92
2337,short stories,3.92
2338,historical fiction,3.91
2338,young adult,3.91
2338,fiction,3.91
2338,middle grade,3.91
2338,childrens,3.91
2338,realistic fiction,3.91
2338,historical,3.91
2338,cultural,3.91
2338,school,3.91
2338,family,3.91
2339,fiction,4.11
2339,classics,4.11
2339,short stories,4.11
2339,literature,4.11
2339,american,4.11
2339,novels,4.11
2339,20th century,4.11
2339,literary fiction,4.11
2339,adult fiction,4.11
2339,novella,4.11
2340,chick lit,3.37
2340,fiction,3.37
2340,romance,3.37
2340,contemporary,3.37
2340,new york,3.37
2340,adult,3.37
2340,humor,3.37
2340,sexuality,3.37
2340,adult fiction,3.37
2340,american,3.37
2341,urban fantasy,4.12
2341,vampires,4.12
2341,paranormal,4.12
2341,fantasy,4.12
2341,romance,4.12
2341,paranormal romance,4.12
2341,horror,4.12
2341,fiction,4.12
2341,supernatural,4.12
2341,werewolves,4.12
2342,philosophy,4.01
2342,nonfiction,4.01
2342,classics,4.01
2342,german literature,4.01
2342,religion,4.01
2342,psychology,4.01
2342,19th century,4.01
2342,theory,4.01
2342,literature,4.01
2342,history,4.01
2343,historical fiction,3.95
2343,young adult,3.95
2343,fiction,3.95
2343,middle grade,3.95
2343,childrens,3.95
2343,historical,3.95
2343,school,3.95
2343,african american,3.95
2343,family,3.95
2343,classics,3.95
2344,fiction,3.96
2344,thriller,3.96
2344,classics,3.96
2344,mystery,3.96
2344,novels,3.96
2344,literature,3.96
2344,dark,3.96
2344,drama,3.96
2344,american,3.96
2344,contemporary,3.96
2345,vampires,4.1
2345,young adult,4.1
2345,fantasy,4.1
2345,paranormal,4.1
2345,dystopia,4.1
2345,romance,4.1
2345,urban fantasy,4.1
2345,post apocalyptic,4.1
2345,supernatural,4.1
2345,fiction,4.1
2346,nonfiction,4.26
2346,true crime,4.26
2346,history,4.26
2346,crime,4.26
2346,psychology,4.26
2346,journalism,4.26
2346,sociology,4.26
2346,adult,4.26
2346,biography,4.26
2347,horror,3.84
2347,fantasy,3.84
2347,fiction,3.84
2347,paranormal,3.84
2347,witches,3.84
2347,supernatural,3.84
2347,urban fantasy,3.84
2347,vampires,3.84
2347,gothic,3.84
2347,adult,3.84
2349,nonfiction,3.95
2349,military fiction,3.95
2349,history,3.95
2349,war,3.95
2349,biography,3.95
2349,memoir,3.95
2349,military history,3.95
2349,politics,3.95
2349,autobiography,3.95
2350,historical fiction,3.84
2350,fiction,3.84
2350,historical,3.84
2350,adult,3.84
2350,adult fiction,3.84
2350,new york,3.84
2350,chick lit,3.84
2350,romance,3.84
2351,mystery,4.05
2351,fiction,4.05
2351,crime,4.05
2351,thriller,4.05
2351,suspense,4.05
2351,mystery thriller,4.05
2351,drama,4.05
2351,murder mystery,4.05
2351,novels,4.05
2351,detective,4.05
2352,horror,3.63
2352,fiction,3.63
2352,thriller,3.63
2352,fantasy,3.63
2352,supernatural,3.63
2352,suspense,3.63
2352,science fiction,3.63
2352,novels,3.63
2352,paranormal,3.63
2353,graphic novels,4.54
2353,comics,4.54
2353,fantasy,4.54
2353,fiction,4.54
2353,horror,4.54
2353,graphic novels comics,4.54
2353,comic book,4.54
2353,mythology,4.54
2353,science fiction fantasy,4.54
2353,urban fantasy,4.54
2354,mystery,3.98
2354,fiction,3.98
2354,thriller,3.98
2354,suspense,3.98
2354,crime,3.98
2354,mystery thriller,3.98
2354,legal thriller,3.98
2354,espionage,3.98
2354,adult,3.98
2355,classics,3.6
2355,fiction,3.6
2355,literature,3.6
2355,historical fiction,3.6
2355,19th century,3.6
2355,british literature,3.6
2355,victorian,3.6
2355,classic literature,3.6
2355,novels,3.6
2355,school,3.6
2356,young adult,4.44
2356,paranormal,4.44
2356,romance,4.44
2356,fantasy,4.44
2356,aliens,4.44
2356,science fiction,4.44
2356,paranormal romance,4.44
2356,supernatural,4.44
2356,urban fantasy,4.44
2356,new adult,4.44
2357,nonfiction,4.05
2357,science,4.05
2357,food,4.05
2357,nature,4.05
2357,history,4.05
2357,biology,4.05
2357,environment,4.05
2357,gardening,4.05
2357,health,4.05
2357,plants,4.05
2358,fantasy,3.94
2358,young adult,3.94
2358,paranormal,3.94
2358,romance,3.94
2358,magic,3.94
2358,fiction,3.94
2358,supernatural,3.94
2358,witches,3.94
2358,paranormal romance,3.94
2358,urban fantasy,3.94
2359,historical fiction,3.87
2359,fiction,3.87
2359,mystery,3.87
2359,historical,3.87
2359,gothic,3.87
2359,romance,3.87
2359,british literature,3.87
2359,adult,3.87
2359,adult fiction,3.87
2360,mystery,4.09
2360,thriller,4.09
2360,fiction,4.09
2360,mystery thriller,4.09
2360,crime,4.09
2360,suspense,4.09
2360,adult,4.09
2360,psychological thriller,4.09
2360,contemporary,4.09
2361,classics,3.78
2361,fiction,3.78
2361,adventure,3.78
2361,historical fiction,3.78
2361,young adult,3.78
2361,scotland,3.78
2361,literature,3.78
2361,historical,3.78
2361,novels,3.78
2361,classic literature,3.78
2362,sports,4.11
2362,nonfiction,4.11
2362,football,4.11
2362,history,4.11
2362,biography,4.11
2362,journalism,4.11
2362,adult,4.11
2362,high school,4.11
2362,school,4.11
2362,banned books,4.11
2364,romance,3.98
2364,young adult,3.98
2364,new adult,3.98
2364,contemporary,3.98
2364,contemporary romance,3.98
2364,chick lit,3.98
2364,high school,3.98
2364,young adult romance,3.98
2364,realistic fiction,3.98
2364,young adult contemporary,3.98
2365,classics,4.09
2365,short stories,4.09
2365,horror,4.09
2365,fiction,4.09
2365,school,4.09
2365,gothic,4.09
2365,literature,4.09
2365,mystery,4.09
2365,read for school,4.09
2365,high school,4.09
2366,classics,4.03
2366,poetry,4.03
2366,mythology,4.03
2366,fiction,4.03
2366,literature,4.03
2366,fantasy,4.03
2366,ancient,4.03
2366,school,4.03
2366,philosophy,4.03
2366,classic literature,4.03
2367,historical fiction,4.13
2367,fiction,4.13
2367,historical,4.13
2367,school,4.13
2367,classics,4.13
2367,novels,4.13
2367,adult fiction,4.13
2367,latin american,4.13
2367,adult,4.13
2368,fiction,3.71
2368,historical fiction,3.71
2368,historical,3.71
2368,adult fiction,3.71
2368,southern,3.71
2368,contemporary,3.71
2368,drama,3.71
2368,literary fiction,3.71
2368,adult,3.71
2368,romance,3.71
2369,fantasy,4.16
2369,young adult,4.16
2369,paranormal,4.16
2369,romance,4.16
2369,mythology,4.16
2369,paranormal romance,4.16
2369,urban fantasy,4.16
2369,supernatural,4.16
2369,greek mythology,4.16
2369,magic,4.16
2370,classics,3.96
2370,fiction,3.96
2370,horror,3.96
2370,fantasy,3.96
2370,short stories,3.96
2370,literature,3.96
2370,mystery,3.96
2370,graphic novels,3.96
2370,gothic,3.96
2370,paranormal,3.96
2371,chick lit,3.9
2371,nonfiction,3.9
2371,memoir,3.9
2371,humor,3.9
2371,biography,3.9
2371,biography memoir,3.9
2371,comedy,3.9
2371,adult,3.9
2371,autobiography,3.9
2372,romance,4.19
2372,romantic suspense,4.19
2372,mystery,4.19
2372,fiction,4.19
2372,suspense,4.19
2372,contemporary,4.19
2372,contemporary romance,4.19
2372,thriller,4.19
2372,crime,4.19
2373,mystery,4.1
2373,thriller,4.1
2373,crime,4.1
2373,fiction,4.1
2373,suspense,4.1
2373,mystery thriller,4.1
2373,adult,4.1
2373,detective,4.1
2373,contemporary,4.1
2374,fiction,4.27
2374,historical fiction,4.27
2374,classics,4.27
2374,literature,4.27
2374,westerns,4.27
2374,literary fiction,4.27
2374,novels,4.27
2374,historical,4.27
2376,fantasy,3.95
2376,fiction,3.95
2376,young adult,3.95
2376,childrens,3.95
2376,animals,3.95
2376,adventure,3.95
2376,middle grade,3.95
2376,science fiction fantasy,3.95
2376,high fantasy,3.95
2376,animal fiction,3.95
2377,young adult,4.17
2377,dystopia,4.17
2377,romance,4.17
2377,fantasy,4.17
2377,science fiction,4.17
2377,post apocalyptic,4.17
2377,fiction,4.17
2377,paranormal,4.17
2377,adventure,4.17
2377,teen,4.17
2379,fiction,3.83
2379,contemporary,3.83
2379,biography memoir,3.83
2379,adult,3.83
2379,novels,3.83
2379,adult fiction,3.83
2379,drama,3.83
2379,mental health,3.83
2379,american,3.83
2379,literary fiction,3.83
2380,plays,4.07
2380,classics,4.07
2380,drama,4.07
2380,fiction,4.07
2380,theatre,4.07
2380,american,4.07
2380,20th century,4.07
2380,literature,4.07
2380,school,4.07
2380,southern,4.07
2381,young adult,3.86
2381,fantasy,3.86
2381,science fiction,3.86
2381,fiction,3.86
2381,adventure,3.86
2381,paranormal,3.86
2381,romance,3.86
2381,teen,3.86
2381,action,3.86
2381,childrens,3.86
2382,fantasy,4.32
2382,fiction,4.32
2382,epic fantasy,4.32
2382,high fantasy,4.32
2382,science fiction fantasy,4.32
2382,adventure,4.32
2382,magic,4.32
2382,dragons,4.32
2382,epic,4.32
2382,adult,4.32
2383,mystery,3.98
2383,fiction,3.98
2383,thriller,3.98
2383,suspense,3.98
2383,crime,3.98
2383,mystery thriller,3.98
2383,action,3.98
2383,detective,3.98
2383,adventure,3.98
2385,fantasy,3.95
2385,fiction,3.95
2385,epic fantasy,3.95
2385,high fantasy,3.95
2385,science fiction fantasy,3.95
2385,adventure,3.95
2385,dragons,3.95
2385,epic,3.95
2385,magic,3.95
2385,adult,3.95
2387,fiction,4.11
2387,christian fiction,4.11
2387,christian,4.11
2387,adult fiction,4.11
2387,contemporary,4.11
2387,inspirational,4.11
2387,novels,4.11
2387,adult,4.11
2387,romance,4.11
2387,religion,4.11
2388,business,4.01
2388,nonfiction,4.01
2388,leadership,4.01
2388,entrepreneurship,4.01
2388,biography,4.01
2388,management,4.01
2388,self help,4.01
2388,buisness,4.01
2388,personal development,4.01
2389,young adult,4.16
2389,fiction,4.16
2389,adventure,4.16
2389,espionage,4.16
2389,action,4.16
2389,mystery,4.16
2389,childrens,4.16
2389,thriller,4.16
2389,teen,4.16
2389,middle grade,4.16
2391,mystery,3.88
2391,adventure,3.88
2391,young adult,3.88
2391,fiction,3.88
2391,middle grade,3.88
2391,childrens,3.88
2391,fantasy,3.88
2391,juvenile,3.88
2391,action,3.88
2392,fantasy,3.73
2392,young adult,3.73
2392,urban fantasy,3.73
2392,paranormal,3.73
2392,fiction,3.73
2392,fairies,3.73
2392,romance,3.73
2392,fae,3.73
2392,young adult fantasy,3.73
2392,magic,3.73
2393,thriller,3.98
2393,fiction,3.98
2393,mystery,3.98
2393,crime,3.98
2393,suspense,3.98
2393,action,3.98
2393,mystery thriller,3.98
2393,detective,3.98
2393,adventure,3.98
2394,young adult,3.74
2394,vampires,3.74
2394,fantasy,3.74
2394,paranormal,3.74
2394,romance,3.74
2394,supernatural,3.74
2394,paranormal romance,3.74
2394,fiction,3.74
2394,urban fantasy,3.74
2394,teen,3.74
2395,romance,4.12
2395,young adult,4.12
2395,contemporary,4.12
2395,new adult,4.12
2395,mystery,4.12
2395,paranormal,4.12
2395,fiction,4.12
2395,fantasy,4.12
2395,suspense,4.12
2395,contemporary romance,4.12
2396,thriller,4.1
2396,mystery,4.1
2396,fiction,4.1
2396,suspense,4.1
2396,crime,4.1
2396,mystery thriller,4.1
2396,drama,4.1
2396,psychological thriller,4.1
2396,contemporary,4.1
2396,adult,4.1
2397,mystery,4.4
2397,classics,4.4
2397,fiction,4.4
2397,crime,4.4
2397,short stories,4.4
2397,detective,4.4
2397,mystery thriller,4.4
2397,literature,4.4
2397,adventure,4.4
2397,historical,4.4
2398,mystery,4.02
2398,fiction,4.02
2398,thriller,4.02
2398,crime,4.02
2398,suspense,4.02
2398,mystery thriller,4.02
2398,detective,4.02
2398,murder mystery,4.02
2398,adult,4.02
2398,police,4.02
2399,fantasy,3.82
2399,fiction,3.82
2399,epic fantasy,3.82
2399,science fiction fantasy,3.82
2399,magic,3.82
2399,high fantasy,3.82
2399,adventure,3.82
2399,epic,3.82
2399,romance,3.82
2399,adult,3.82
2400,thriller,4.06
2400,fiction,4.06
2400,adventure,4.06
2400,mystery,4.06
2400,action,4.06
2400,suspense,4.06
2400,mystery thriller,4.06
2400,historical fiction,4.06
2400,science fiction,4.06
2400,adult,4.06
2401,mystery,3.85
2401,thriller,3.85
2401,fiction,3.85
2401,suspense,3.85
2401,mystery thriller,3.85
2401,crime,3.85
2401,adult,3.85
2401,adult fiction,3.85
2401,contemporary,3.85
2402,young adult,4.06
2402,mystery,4.06
2402,contemporary,4.06
2402,fiction,4.06
2402,chick lit,4.06
2402,romance,4.06
2402,thriller,4.06
2402,teen,4.06
2402,realistic fiction,4.06
2402,drama,4.06
2403,classics,3.66
2403,fiction,3.66
2403,india,3.66
2403,historical fiction,3.66
2403,literature,3.66
2403,novels,3.66
2403,british literature,3.66
2403,20th century,3.66
2403,historical,3.66
2403,classic literature,3.66
2404,fantasy,3.98
2404,young adult,3.98
2404,dragons,3.98
2404,romance,3.98
2404,fiction,3.98
2404,young adult fantasy,3.98
2404,high fantasy,3.98
2404,adventure,3.98
2404,mystery,3.98
2404,magic,3.98
2405,romance,4.14
2405,fantasy,4.14
2405,paranormal,4.14
2405,paranormal romance,4.14
2405,vampires,4.14
2405,fiction,4.14
2405,magic,4.14
2405,time travel,4.14
2405,contemporary romance,4.14
2405,witches,4.14
2406,historical fiction,3.88
2406,fiction,3.88
2406,historical,3.88
2406,fantasy,3.88
2406,romance,3.88
2406,prehistoric,3.88
2406,adventure,3.88
2406,adult,3.88
2406,novels,3.88
2406,adult fiction,3.88
2407,fantasy,4.35
2407,fiction,4.35
2407,epic fantasy,4.35
2407,high fantasy,4.35
2407,science fiction fantasy,4.35
2407,magic,4.35
2407,war,4.35
2407,adult,4.35
2407,adventure,4.35
2408,romance,3.6
2408,fiction,3.6
2408,classics,3.6
2408,contemporary,3.6
2408,chick lit,3.6
2408,novels,3.6
2408,love,3.6
2408,love story,3.6
2408,adult,3.6
2408,drama,3.6
2410,young adult,4.13
2410,paranormal,4.13
2410,fantasy,4.13
2410,romance,4.13
2410,angels,4.13
2410,demons,4.13
2410,paranormal romance,4.13
2410,supernatural,4.13
2410,urban fantasy,4.13
2410,fiction,4.13
2411,historical fiction,4.36
2411,fiction,4.36
2411,war,4.36
2411,world war ii,4.36
2411,historical,4.36
2411,classics,4.36
2411,military fiction,4.36
2411,novels,4.36
2411,literature,4.36
2412,fantasy,4.14
2412,fiction,4.14
2412,horror,4.14
2412,science fiction,4.14
2412,westerns,4.14
2412,adventure,4.14
2412,science fiction fantasy,4.14
2412,novels,4.14
2412,dark fantasy,4.14
2413,historical fiction,4.23
2413,fiction,4.23
2413,historical,4.23
2413,medieval,4.23
2413,adventure,4.23
2413,war,4.23
2413,british literature,4.23
2413,adult,4.23
2413,novels,4.23
2414,business,3.98
2414,nonfiction,3.98
2414,entrepreneurship,3.98
2414,self help,3.98
2414,buisness,3.98
2414,leadership,3.98
2414,management,3.98
2414,personal development,3.98
2414,finance,3.98
2414,economics,3.98
2415,childrens,3.83
2415,fiction,3.83
2415,fantasy,3.83
2415,mystery,3.83
2415,horror,3.83
2415,animals,3.83
2415,middle grade,3.83
2415,young adult,3.83
2415,humor,3.83
2415,vampires,3.83
2416,fantasy,4.24
2416,forgotten realms,4.24
2416,fiction,4.24
2416,high fantasy,4.24
2416,adventure,4.24
2416,science fiction fantasy,4.24
2416,epic fantasy,4.24
2416,dungeons and dragons,4.24
2416,magic,4.24
2417,fantasy,4.08
2417,young adult,4.08
2417,paranormal,4.08
2417,romance,4.08
2417,paranormal romance,4.08
