book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,goodreads_id_clean
2233,61115,61115,904703,30,031242681X,9780312426810.0,Augusten Burroughs,2006.0,Possible Side Effects,Possible Side Effects,en-US,3.97,38243,39653,1351,411,1619,9269,15626,12728,https://images.gr-assets.com/books/1412064839m/61115.jpg,https://images.gr-assets.com/books/1412064839s/61115.jpg,61115.0
994,32085,18929854,2247074,77,312965788,9780312965780.0,James Herriot,1972.0,All Creatures Great And Small,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",eng,4.31,64779,98251,2770,693,1999,13232,32737,49590,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,32085.0
9413,30253700,30253700,50722999,7,,,Tijan,2016.0,,Anti-Stepbrother,eng,4.14,10334,13624,1341,274,541,2136,4736,5937,https://images.gr-assets.com/books/1465493571m/30253700.jpg,https://images.gr-assets.com/books/1465493571s/30253700.jpg,30253700.0
7059,12542,12542,1057710,16,1594489424,9781594489430.0,Anne Lamott,2007.0,Grace [Eventually]: Thoughts on Faith,Grace (Eventually): Thoughts on Faith,en-US,3.98,12863,13561,1053,215,636,2927,5235,4548,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12542.0
6790,840163,840163,1486254,26,042519518X,9780425195180.0,Dale Brown,1987.0,Flight Of The Old Dog,"Flight of the Old Dog (Patrick McLanahan, #1)",eng,4.08,13607,13884,113,144,504,2828,5006,5402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,840163.0
361,18254,18254,3057979,1787,141439742,9780141439750.0,"Charles Dickens, George Cruikshank, Philip Horne",1838.0,Oliver Twist,Oliver Twist,eng,3.85,230181,253163,5342,4766,15425,65342,96135,71495,https://images.gr-assets.com/books/1327868529m/18254.jpg,https://images.gr-assets.com/books/1327868529s/18254.jpg,18254.0
305,10583,33124137,150017,198,1416524347,9781416524340.0,Stephen King,1983.0,Pet Sematary,Pet Sematary,eng,3.91,256383,293753,5430,4584,17315,73475,102744,95635,https://images.gr-assets.com/books/1308894674m/10583.jpg,https://images.gr-assets.com/books/1308894674s/10583.jpg,10583.0
2628,10798418,10798418,15293391,55,316127256,9780316127260.0,"Daniel Handler, Maira Kalman",2011.0,Why We Broke Up,Why We Broke Up,eng,3.49,41202,45720,6387,2558,5891,13476,14245,9550,https://images.gr-assets.com/books/1348728685m/10798418.jpg,https://images.gr-assets.com/books/1348728685s/10798418.jpg,10798418.0
8966,373606,373606,2538,59,749935081,9780749935080.0,Susan Elizabeth Phillips,2004.0,Ain't She Sweet?,Ain't She Sweet,en-GB,4.05,15890,17843,1000,212,784,3617,6482,6748,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,373606.0
4514,8960,8960,166363,56,316905747,9780316905750.0,Darren Shan,2001.0,"Vampire Mountain (Cirque du Freak, #4) ","Vampire Mountain (Cirque Du Freak, #4)",eng,4.16,23847,25972,665,150,906,4915,8573,11428,https://images.gr-assets.com/books/1255813254m/8960.jpg,https://images.gr-assets.com/books/1255813254s/8960.jpg,8960.0
5911,50618,50618,1779328,58,312990960,9780312990960.0,Paul Auster,2002.0,The Book of Illusions,The Book of Illusions,eng,3.89,13583,16362,899,202,867,3905,6909,4479,https://images.gr-assets.com/books/1391954093m/50618.jpg,https://images.gr-assets.com/books/1391954093s/50618.jpg,50618.0
8314,18693753,18693753,26732116,28,670016381,9780670016390.0,Elizabeth Little,2014.0,Dear Daughter,Dear Daughter,eng,3.44,10004,11822,1452,562,1439,3924,4036,1861,https://images.gr-assets.com/books/1395618683m/18693753.jpg,https://images.gr-assets.com/books/1395618683s/18693753.jpg,18693753.0
3101,269322,269322,11775,5,439224063,9780439224060.0,"Edgar Allan Poe, Philip Pullman",1845.0,The Raven and Other Poems,The Raven and other poems,en-US,4.3,34428,34591,288,301,786,4906,10922,17676,https://images.gr-assets.com/books/1297913274m/269322.jpg,https://images.gr-assets.com/books/1297913274s/269322.jpg,269322.0
5704,4630,4630,3347070,122,684859238,9780684859230.0,Ernest Hemingway,1937.0,To Have and Have Not ,To Have and Have Not,eng,3.57,16074,18970,1097,469,1917,6388,6719,3477,https://images.gr-assets.com/books/1400886825m/4630.jpg,https://images.gr-assets.com/books/1400886825s/4630.jpg,4630.0
3899,76664,76664,2501416,46,034525855X,9780345258560.0,Piers Anthony,1977.0,A Spell for Chameleon,A Spell for Chameleon (Xanth #1),,3.93,29962,32601,1242,520,1699,7899,11888,10595,https://images.gr-assets.com/books/1476435403m/76664.jpg,https://images.gr-assets.com/books/1476435403s/76664.jpg,76664.0
5441,19747756,19747756,192659,52,,,"Frank E. Peretti, Ted Dekker",2006.0,House,House,eng,3.6,17813,19793,1463,1187,2431,5115,5507,5553,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,19747756.0
7931,6145711,6145711,6324599,22,,9781607060760.0,Robert Kirkman,2009.0,"The Walking Dead, Vol. 10: What We Become","The Walking Dead, Vol. 10: What We Become",eng,4.29,14118,14754,500,46,200,2020,5691,6797,https://images.gr-assets.com/books/1353969736m/6145711.jpg,https://images.gr-assets.com/books/1353969736s/6145711.jpg,6145711.0
622,15926,15926,943470,115,446612707,9780553813950.0,Nicholas Sparks,2002.0,Nights in Rodanthe,Nights in Rodanthe,eng,3.82,129807,136507,4025,3102,10605,36852,42686,43262,https://images.gr-assets.com/books/1328145638m/15926.jpg,https://images.gr-assets.com/books/1328145638s/15926.jpg,15926.0
7236,7926,7926,361114,31,385732953,9780385732960.0,Sydney Taylor,1951.0,All-of-a-Kind Family,"All-of-a-Kind Family (All-of-a-Kind Family, #1)",eng,4.23,18383,19119,759,337,558,2869,6002,9353,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7926.0
2499,31173,31173,40852693,483,037575850X,9780375758510.0,"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre",1853.0,Villette,Villette,eng,3.75,41793,48000,2731,1438,4142,13066,15929,13425,https://images.gr-assets.com/books/1320412741m/31173.jpg,https://images.gr-assets.com/books/1320412741s/31173.jpg,31173.0
714,12938,12938,2342136,1108,074348276X,9780743482770.0,William Shakespeare,1603.0,The Tragedie of King Lear,King Lear,eng,3.89,135448,147282,3079,2825,10502,36179,47682,50094,https://images.gr-assets.com/books/1331563731m/12938.jpg,https://images.gr-assets.com/books/1331563731s/12938.jpg,12938.0
8404,110763,110763,1167079,37,679724532,9780679724540.0,Elaine Pagels,1979.0,The Gnostic Gospels,The Gnostic Gospels,en-US,3.93,11216,11785,504,262,553,2676,4544,3750,https://images.gr-assets.com/books/1403187711m/110763.jpg,https://images.gr-assets.com/books/1403187711s/110763.jpg,110763.0
2856,2485785,2485785,1544939,43,778325318,9780778325310.0,Diane Chamberlain,2006.0,The Secret Life Of CeeCee Wilkes,The Secret Life of CeeCee Wilkes,eng,4.09,32490,37581,3342,467,1251,6556,15560,13747,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2485785.0
4270,243685,243685,1167354,92,671201581,9780671201590.0,Bertrand Russell,1945.0,A History of Western Philosophy And Its Connection with Political and Social Circumstances from the Earliest Times to the Present Day,A History of Western Philosophy,en-US,4.05,20895,22493,686,523,1061,4006,7991,8912,https://images.gr-assets.com/books/1344399003m/243685.jpg,https://images.gr-assets.com/books/1344399003s/243685.jpg,243685.0
2909,6389704,6389704,6578095,34,054506046X,9780545060460.0,Jude Watson,2009.0,"In Too Deep (The 39 Clues, Book 6)","In Too Deep (The 39 Clues, #6)",eng,4.02,35694,37137,628,814,1801,8381,11076,15065,https://images.gr-assets.com/books/1357211047m/6389704.jpg,https://images.gr-assets.com/books/1357211047s/6389704.jpg,6389704.0
8081,190999,190999,348798,60,20248717,9780020248710.0,Clifford D. Simak,1963.0,Way Station,Way Station,eng,4.03,12087,15116,725,176,573,3228,5802,5337,https://images.gr-assets.com/books/1326490682m/190999.jpg,https://images.gr-assets.com/books/1326490682s/190999.jpg,190999.0
4517,9598,9598,834005,67,385334176,9780385334170.0,Kurt Vonnegut Jr.,1982.0,Deadeye Dick,Deadeye Dick,eng,3.8,19212,20466,637,119,992,6194,8685,4476,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9598.0
1262,112,112,3634573,116,441104029,9780441104020.0,Frank Herbert,1976.0,Children of Dune,Children of Dune (Dune Chronicles #3),eng,3.9,74133,79736,1374,861,4425,20138,30723,23589,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,112.0
3161,11737271,11737271,16686457,81,525952276,9780525952280.0,Harlan Coben,2012.0,Stay Close,Stay Close,eng,3.87,29812,32817,2055,472,1599,8353,13546,8847,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11737271.0
971,766020,766020,56647,75,1558580093,9781558580090.0,"Marcus Pfister, J. Alison James",1995.0,,The Rainbow Fish,en-US,4.15,95421,96218,1764,2029,4860,17546,24018,47765,https://images.gr-assets.com/books/1328755881m/766020.jpg,https://images.gr-assets.com/books/1328755881s/766020.jpg,766020.0
3913,28634,28634,2776625,105,057114456X,9780571144560.0,Milan Kundera,1990.0,Nesmrtelnost,Immortality,en-US,4.12,18574,23114,1180,206,859,4186,8619,9244,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,28634.0
5199,6202556,6202556,6383049,46,805088415,9780805088410.0,Jacqueline Kelly,2009.0,The Evolution of Calpurnia Tate,"The Evolution of Calpurnia Tate (Calpurnia Tate, #1)",en-US,3.97,22291,24382,4019,589,1194,4768,9552,8279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6202556.0
8847,96642,96642,1068585,42,385333218,9780385333210.0,Homer Hickam,1998.0,Rocket Boys,Rocket Boys (Coalwood #1),,4.18,8768,12857,1407,118,364,1912,5119,5344,https://images.gr-assets.com/books/1320533768m/96642.jpg,https://images.gr-assets.com/books/1320533768s/96642.jpg,96642.0
260,4865,4865,2370171,353,,9780671723650.0,Dale Carnegie,1936.0,How to Win Friends and Influence People,How to Win Friends and Influence People,eng,4.13,282623,305437,7909,6734,13880,50529,94743,139551,https://images.gr-assets.com/books/1442726934m/4865.jpg,https://images.gr-assets.com/books/1442726934s/4865.jpg,4865.0
3791,40200,40200,1210026,5,1841954314,9781841954320.0,Michel Faber,2002.0,The Crimson Petal and the White,The Crimson Petal and the White,eng,3.87,24932,30695,2682,1071,2318,6468,10610,10228,https://images.gr-assets.com/books/1408937589m/40200.jpg,https://images.gr-assets.com/books/1408937589s/40200.jpg,40200.0
9203,137894,137894,132914,6,1563895641,9781563895650.0,"Bob Gale, Devin Grayson, Alex Maleev, Dale Eaglesham",1999.0,"Batman: No Man's Land, Vol. 1","Batman: No Man's Land, Vol. 1",eng,4.11,9269,9297,91,123,465,1842,2701,4166,https://images.gr-assets.com/books/1377876110m/137894.jpg,https://images.gr-assets.com/books/1377876110s/137894.jpg,137894.0
488,11566,11566,15599,162,451933028,9780451933030.0,Stephen King,1996.0,The Green Mile,The Green Mile,eng,4.42,173950,191109,4873,725,3044,19770,59813,107757,https://images.gr-assets.com/books/1373903563m/11566.jpg,https://images.gr-assets.com/books/1373903563s/11566.jpg,11566.0
7908,26061591,26025992,45949484,19,,,John Sandford,2016.0,,"Extreme Prey (Lucas Davenport, #26)",en-US,4.29,6256,13129,1214,81,232,1556,5241,6019,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,26061591.0
519,24768,24768,1568076,78,689865392,9780689865400.0,Scott Westerfeld,2005.0,Pretties,"Pretties (Uglies, #2)",eng,3.85,193405,203755,9390,3808,13664,52192,72804,61287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,24768.0
8343,824318,824318,810094,8,804467250,9780804467250.0,"Dick Riley, Pam McAllister, Bruce Cassiday",1979.0,"The  Bedside, Bathtub and Armchair Companion to Agatha Christie","The New Bedside, Bathtub and Armchair Companion to Agatha Christie",en-US,4.23,10356,10405,25,141,323,1775,2879,5287,https://images.gr-assets.com/books/1409153866m/824318.jpg,https://images.gr-assets.com/books/1409153866s/824318.jpg,824318.0
312,2213661,2213661,2219449,129,60530928,9780060530920.0,"Neil Gaiman, Dave McKean",2008.0,The Graveyard Book,The Graveyard Book,en-US,4.12,302303,325451,23840,5515,12566,53668,120830,132872,https://images.gr-assets.com/books/1303859949m/2213661.jpg,https://images.gr-assets.com/books/1303859949s/2213661.jpg,2213661.0
3232,189182,189182,802423,36,448421658,9780448421650.0,"Marjorie Flack, Kurt Wiese",1933.0,The Story About Ping,The Story About Ping,en-US,4.15,36193,36740,418,537,1424,6993,10851,16935,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,189182.0
7933,20797535,20797535,40138964,19,,,Marcus Sakey,2014.0,A Better World,"A Better World (Brilliance Saga, #2)",eng,4.15,10702,12880,708,80,256,1965,5923,4656,https://images.gr-assets.com/books/1394856007m/20797535.jpg,https://images.gr-assets.com/books/1394856007s/20797535.jpg,20797535.0
7458,51114,51114,49887,15,312099436,9780312099440.0,Gail Tsukiyama,1991.0,Women of the Silk,Women of the Silk,en-US,3.94,12769,13177,951,132,581,3135,5451,3878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,51114.0
9784,26599,26599,1247207,3,871401541,9780871401540.0,"E.E. Cummings, Richard S. Kennedy",1994.0,Selected Poems,Selected Poems,eng,4.22,11174,11278,234,151,344,1740,3688,5355,https://images.gr-assets.com/books/1320891958m/26599.jpg,https://images.gr-assets.com/books/1320891958s/26599.jpg,26599.0
5184,20309175,20309175,28143699,39,1250059305,9781250059310.0,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",2014.0,My True Love Gave to Me: Twelve Holiday Stories,My True Love Gave to Me: Twelve Holiday Stories,eng,3.73,22480,26790,5521,564,1459,8074,11293,5400,https://images.gr-assets.com/books/1459353572m/20309175.jpg,https://images.gr-assets.com/books/1459353572s/20309175.jpg,20309175.0
8077,10822174,10822174,15245057,19,1607063921,9781607063930.0,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2011.0,"The Walking Dead, Vol. 14: No Way Out ","The Walking Dead, Vol. 14: No Way Out",eng,4.34,13590,14110,556,73,237,1670,4977,7153,https://images.gr-assets.com/books/1327883131m/10822174.jpg,https://images.gr-assets.com/books/1327883131s/10822174.jpg,10822174.0
6502,316845,316845,2457438,70,000675399X,9780006754000.0,T.H. White,1938.0,The Sword in the Stone,"The Sword in the Stone (The Once and Future King, #1)",eng,3.92,17104,19482,624,440,1111,4525,6965,6441,https://images.gr-assets.com/books/1355212194m/316845.jpg,https://images.gr-assets.com/books/1355212194s/316845.jpg,316845.0
6791,13374,13374,970518,37,1582433224,9781582433230.0,Miriam Toews,2004.0,A Complicated Kindness,A Complicated Kindness,en-US,3.64,13981,15765,1062,592,1521,4395,5731,3526,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13374.0
7773,23207027,28374007,42750582,26,,,Kendare Blake,2016.0,Three Dark Crowns,"Three Dark Crowns (Three Dark Crowns, #1)",eng,3.86,9386,21650,4782,467,1491,5006,8385,6301,https://images.gr-assets.com/books/1469265644m/23207027.jpg,https://images.gr-assets.com/books/1469265644s/23207027.jpg,23207027.0
2738,533465,533465,1482438,45,385722206,9780385722210.0,"Dai Sijie, Ina Rilke",2000.0,Balzac et la Petite Tailleuse chinoise,Balzac and the Little Chinese Seamstress,en-US,3.63,39927,43440,3558,686,3659,14466,17027,7602,https://images.gr-assets.com/books/1403188885m/533465.jpg,https://images.gr-assets.com/books/1403188885s/533465.jpg,533465.0
7842,47667,47667,1090709,97,156032732,9780156032740.0,"José Saramago, Margaret Jull Costa",2004.0,Ensaio Sobre a Lucidez,Seeing,eng,3.76,7445,12132,1087,290,953,3207,4663,3019,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,47667.0
6262,1422926,1422926,1413359,14,307140210,9780307140210.0,"Jane Werner Watson, Corinne Malvern",1950.0,Frosty the Snow Man,Frosty the Snow Man,,4.25,16375,16497,53,289,652,2824,3558,9174,https://images.gr-assets.com/books/1309642075m/1422926.jpg,https://images.gr-assets.com/books/1309642075s/1422926.jpg,1422926.0
8206,6239873,6239873,6422638,30,61626317,9780061626320.0,Anna Godbersen,2009.0,Splendor,"Splendor (Luxe, #4)",en-US,3.84,16276,17569,1486,341,1244,4445,6360,5179,https://images.gr-assets.com/books/1295983771m/6239873.jpg,https://images.gr-assets.com/books/1295983771s/6239873.jpg,6239873.0
1248,59219,59219,3324421,130,375507779,9780375507780.0,"Stephen King, Peter Straub",1984.0,The Talisman,"The Talisman (The Talisman, #1)",en-US,4.12,79508,87297,2350,1188,4149,15834,27743,38383,https://images.gr-assets.com/books/1170530286m/59219.jpg,https://images.gr-assets.com/books/1170530286s/59219.jpg,59219.0
9336,85425,85425,3236458,38,671010123,9780671010130.0,Linda Fairstein,1996.0,Final Jeopardy,"Final Jeopardy (Alexandra Cooper, #1)",en-US,3.9,11250,11952,371,236,559,3002,4556,3599,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,85425.0
4195,18170039,18170039,25538638,14,62317148,9780062317150.0,Kiera Cass,2014.0,The Guard,"The Guard (The Selection, #2.5)",eng,3.75,32401,34837,2017,751,3205,10414,9995,10472,https://images.gr-assets.com/books/1380307008m/18170039.jpg,https://images.gr-assets.com/books/1380307008s/18170039.jpg,18170039.0
8001,21956060,21956060,41263669,5,,,J.M. Darhower,2014.0,,"Monster in His Eyes (Monster in His Eyes, #1)",eng,4.21,18999,22136,2347,395,865,3062,7254,10560,https://images.gr-assets.com/books/1398071281m/21956060.jpg,https://images.gr-assets.com/books/1398071281s/21956060.jpg,21956060.0
7378,101869,101869,322252,28,441013651,9780441013650.0,Charles Stross,2004.0,The Atrocity Archives,"The Atrocity Archives (Laundry Files, #1)",en-US,3.95,12600,15790,1292,235,725,3415,6599,4816,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,101869.0
3435,17349203,17349203,23686035,55,62224077,9780062224070.0,"Neil Gaiman, Skottie Young",2013.0,"Fortunately, the Milk","Fortunately, the Milk",eng,4.04,30500,35367,5636,1005,1493,6261,12852,13756,https://images.gr-assets.com/books/1380963103m/17349203.jpg,https://images.gr-assets.com/books/1380963103s/17349203.jpg,17349203.0
5382,43049,43049,2062963,594,1598184318,9781598184310.0,Jack London,1904.0,The Sea Wolf,The Sea Wolf,eng,4.01,16488,19441,992,212,809,4184,7518,6718,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,43049.0
959,7588,7588,3298883,766,142437344,9780142437350.0,"James Joyce, Seamus Deane",1916.0,A Portrait of the Artist as a Young Man,A Portrait of the Artist as a Young Man,eng,3.6,92569,103232,3934,6367,11067,26108,33169,26521,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7588.0
417,40440,40440,849453,137,743298020,9780743298020.0,Diane Setterfield,2006.0,The Thirteenth Tale,The Thirteenth Tale,eng,3.95,213200,228602,19432,4510,12847,49274,85569,76402,https://images.gr-assets.com/books/1346267826m/40440.jpg,https://images.gr-assets.com/books/1346267826s/40440.jpg,40440.0
5742,13927,13927,2801045,39,765343266,9780765343260.0,Juliet Marillier,2000.0,Son of the Shadows,"Son of the Shadows (Sevenwaters, #2)",eng,4.32,21544,23597,1084,113,470,3051,8016,11947,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13927.0
6728,13157,13157,2513115,52,755300203,9780755300200.0,"James Patterson, Andrew Gross",2003.0,The Jester,The Jester,en-GB,3.79,15313,16688,913,701,1283,4104,5376,5224,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13157.0
4382,23717678,23717678,27228804,31,316410985,9780316410980.0,"James Patterson, David Ellis",2015.0,The Murder House,The Murder House,eng,4.05,13837,23568,2191,376,984,4239,9424,8545,https://images.gr-assets.com/books/1464826516m/23717678.jpg,https://images.gr-assets.com/books/1464826516s/23717678.jpg,23717678.0
5197,16122034,16122034,21943079,11,1939392748,9781939392750.0,"J. Lynn, Jennifer L. Armentrout",2013.0,Frigid,"Frigid (Frigid, #1)",eng,3.79,32611,34703,2684,956,2529,9007,12602,9609,https://images.gr-assets.com/books/1364364323m/16122034.jpg,https://images.gr-assets.com/books/1364364323s/16122034.jpg,16122034.0
1113,51893,51893,196327,970,140047484,9780140047490.0,"Friedrich Nietzsche, Walter Kaufmann",1883.0,Also sprach Zarathustra,Thus Spoke Zarathustra,eng,4.05,65362,79615,2185,1875,4197,14658,26373,32512,https://images.gr-assets.com/books/1480901846m/51893.jpg,https://images.gr-assets.com/books/1480901846s/51893.jpg,51893.0
2689,815234,815234,359311,36,152026320,9780152026320.0,"Audrey Wood, Don    Wood",1984.0,The Napping House,The Napping House,,4.27,37773,38717,1089,618,1375,5771,10297,20656,https://images.gr-assets.com/books/1410229873m/815234.jpg,https://images.gr-assets.com/books/1410229873s/815234.jpg,815234.0
6473,22915460,22915460,41179885,14,,,"Petra Durst-Benning, Samuel Willcocks",2000.0,Die Glasbläserin,The Glassblower,eng,3.87,13478,14596,965,375,907,3272,5666,4376,https://images.gr-assets.com/books/1408013754m/22915460.jpg,https://images.gr-assets.com/books/1408013754s/22915460.jpg,22915460.0
8820,8843801,8843801,12799995,23,044657449X,9780446574500.0,Larissa Ione,2011.0,Eternal Rider,"Eternal Rider (Lords of Deliverance, #1, Demonica, #6)",eng,4.21,18214,19565,1264,321,600,2775,6811,9058,https://images.gr-assets.com/books/1305020644m/8843801.jpg,https://images.gr-assets.com/books/1305020644s/8843801.jpg,8843801.0
7808,77661,77661,3222080,104,684803860,9780684803870.0,Josephine Tey,1951.0,The Daughter of Time,"The Daughter of Time (Inspector Alan Grant, #5)",en-US,3.95,15626,17898,2224,323,1062,3835,6613,6065,https://images.gr-assets.com/books/1394326949m/77661.jpg,https://images.gr-assets.com/books/1394326949s/77661.jpg,77661.0
3411,6261522,6261522,6196751,24,61779814,9780061779820.0,Kimberly Derting,2010.0,The Body Finder,"The Body Finder (The Body Finder, #1)",en-US,3.96,43203,44814,3793,1159,2863,9247,14666,16879,https://images.gr-assets.com/books/1358266631m/6261522.jpg,https://images.gr-assets.com/books/1358266631s/6261522.jpg,6261522.0
81,7445,7445,2944133,92,074324754X,9780743247540.0,Jeannette Walls,2005.0,The Glass Castle,The Glass Castle,eng,4.24,621099,637866,40777,7901,18922,85191,227750,298102,https://images.gr-assets.com/books/1400930557m/7445.jpg,https://images.gr-assets.com/books/1400930557s/7445.jpg,7445.0
4614,3648,3648,3255539,45,030726419X,9780307264190.0,Claire Messud,2006.0,The Emperor's Children,The Emperor's Children,,2.93,15362,17593,2748,1958,4099,6121,4059,1356,https://images.gr-assets.com/books/1320497348m/3648.jpg,https://images.gr-assets.com/books/1320497348s/3648.jpg,3648.0
1374,7743175,7743175,10558806,33,765325950,9780765325950.0,"Robert Jordan, Brandon Sanderson",2012.0,A Memory of Light,"A Memory of Light (Wheel of Time, #14)",eng,4.5,68410,75741,4883,635,1293,5973,19274,48566,https://images.gr-assets.com/books/1336055749m/7743175.jpg,https://images.gr-assets.com/books/1336055749s/7743175.jpg,7743175.0
1510,2454986,2454986,2462181,22,345501330,9780345501330.0,"Hiro Mashima, William Flanagan",2006.0,Fairy Tail 1,"Fairy Tail, Vol. 1 (Fairy Tail, #1)",eng,4.4,65477,66294,667,1092,2055,7476,14494,41177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2454986.0
6443,30008702,30008702,50111227,47,385542070,9780385542070.0,Ian McEwan,2016.0,Nutshell,Nutshell,eng,3.71,10904,20869,3088,601,1755,5579,7996,4938,https://images.gr-assets.com/books/1498680109m/30008702.jpg,https://images.gr-assets.com/books/1498680109s/30008702.jpg,30008702.0
3071,7493,7493,1290896,29,375705244,9780375705240.0,Joseph J. Ellis,2000.0,Founding Brothers: The Revolutionary Generation,Founding Brothers: The Revolutionary Generation,en-GB,3.92,31610,32657,1520,840,1668,6941,13065,10143,https://images.gr-assets.com/books/1388791106m/7493.jpg,https://images.gr-assets.com/books/1388791106s/7493.jpg,7493.0
